Step,Site,State
279,Histone_4,U
279,Histone_5,M
279,Histone_6,C
279,Histone_7,C
279,Histone_8,C
279,Histone_9,P
280,Histone_1,C
280,Histone_10,P
280,Histone_2,C
280,Histone_3,U
280,Histone_4,U
280,Histone_5,U
280,Histone_6,C
280,Histone_7,U
280,Histone_8,C
280,Histone_9,P
281,Histone_1,C
281,Histone_10,P
281,Histone_2,C
281,Histone_3,U
281,Histone_4,U
281,Histone_5,M
281,Histone_6,C
281,Histone_7,U
281,Histone_8,C
281,Histone_9,P
282,Histone_1,C
282,Histone_10,P
282,Histone_2,C
282,Histone_3,C
282,Histone_4,U
282,Histone_5,M
282,Histone_6,C
282,Histone_7,U
282,Histone_8,C
282,Histone_9,P
283,Histone_1,C
283,Histone_10,P
283,Histone_2,U
283,Histone_3,C
283,Histone_4,U
283,Histone_5,M
283,Histone_6,C
283,Histone_7,U
283,Histone_8,C
283,Histone_9,P
284,Histone_1,C
284,Histone_10,P
284,Histone_2,C
284,Histone_3,C
284,Histone_4,C
284,Histone_5,M
284,Histone_6,C
284,Histone_7,P
284,Histone_8,U
284,Histone_9,P
285,Histone_1,C
285,Histone_10,P
285,Histone_2,C
285,Histone_3,C
285,Histone_4,C
285,Histone_5,U
285,Histone_6,C
285,Histone_7,P
285,Histone_8,U
285,Histone_9,P
286,Histone_1,C
286,Histone_10,P
286,Histone_2,C
286,Histone_3,C
286,Histone_4,C
286,Histone_5,C
286,Histone_6,C
286,Histone_7,P
286,Histone_8,A
286,Histone_9,P
287,Histone_1,C
287,Histone_10,P
287,Histone_2,C
287,Histone_3,C
287,Histone_4,U
287,Histone_5,U
287,Histone_6,C
287,Histone_7,P
287,Histone_8,C
287,Histone_9,P
288,Histone_1,C
288,Histone_10,P
288,Histone_2,C
288,Histone_3,C
288,Histone_4,U
288,Histone_5,U
288,Histone_6,C
288,Histone_7,P
288,Histone_8,C
288,Histone_9,P
289,Histone_1,C
289,Histone_10,P
289,Histone_2,C
289,Histone_3,C
289,Histone_4,U
289,Histone_5,M
289,Histone_6,C
289,Histone_7,P
289,Histone_8,C
289,Histone_9,P
290,Histone_1,C
290,Histone_10,P
290,Histone_2,C
290,Histone_3,C
290,Histone_4,U
290,Histone_5,M
290,Histone_6,U
290,Histone_7,P
290,Histone_8,C
290,Histone_9,P
291,Histone_1,U
291,Histone_10,P
291,Histone_2,U
291,Histone_3,C
291,Histone_4,U
291,Histone_5,U
291,Histone_6,U
291,Histone_7,P
291,Histone_8,C
291,Histone_9,P
292,Histone_1,C
292,Histone_10,P
292,Histone_2,A
292,Histone_3,C
292,Histone_4,U
292,Histone_5,A
292,Histone_6,U
292,Histone_7,P
292,Histone_8,C
292,Histone_9,P
293,Histone_1,C
293,Histone_10,P
293,Histone_2,C
293,Histone_3,C
293,Histone_4,A
293,Histone_5,P
293,Histone_6,U
293,Histone_7,P
293,Histone_8,C
293,Histone_9,U
294,Histone_1,U
294,Histone_10,P
294,Histone_2,C
294,Histone_3,C
294,Histone_4,P
294,Histone_5,P
294,Histone_6,A
294,Histone_7,P
294,Histone_8,C
294,Histone_9,M
295,Histone_1,M
295,Histone_10,P
295,Histone_2,C
295,Histone_3,C
295,Histone_4,U
295,Histone_5,P
295,Histone_6,C
295,Histone_7,P
295,Histone_8,U
295,Histone_9,M
296,Histone_1,M
296,Histone_10,U
296,Histone_2,C
296,Histone_3,C
296,Histone_4,U
296,Histone_5,P
296,Histone_6,C
296,Histone_7,P
296,Histone_8,U
296,Histone_9,M
297,Histone_1,M
297,Histone_10,U
297,Histone_2,C
297,Histone_3,C
297,Histone_4,U
297,Histone_5,P
297,Histone_6,C
297,Histone_7,P
297,Histone_8,U
297,Histone_9,U
298,Histone_1,M
298,Histone_10,U
298,Histone_2,C
298,Histone_3,C
298,Histone_4,U
298,Histone_5,P
298,Histone_6,C
298,Histone_7,P
298,Histone_8,U
298,Histone_9,U
299,Histone_1,M
299,Histone_10,U
299,Histone_2,C
299,Histone_3,C
299,Histone_4,U
299,Histone_5,P
299,Histone_6,C
299,Histone_7,P
299,Histone_8,M
299,Histone_9,U
300,Histone_1,M
300,Histone_10,M
300,Histone_2,C
300,Histone_3,C
300,Histone_4,C
300,Histone_5,P
300,Histone_6,C
300,Histone_7,U
300,Histone_8,M
300,Histone_9,U
301,Histone_1,M
301,Histone_10,M
301,Histone_2,C
301,Histone_3,C
301,Histone_4,C
301,Histone_5,P
301,Histone_6,U
301,Histone_7,U
301,Histone_8,U
301,Histone_9,P
302,Histone_1,M
302,Histone_10,M
302,Histone_2,C
302,Histone_3,C
302,Histone_4,C
302,Histone_5,P
302,Histone_6,U
302,Histone_7,U
302,Histone_8,M
302,Histone_9,P
303,Histone_1,M
303,Histone_10,M
303,Histone_2,C
303,Histone_3,C
303,Histone_4,C
303,Histone_5,P
303,Histone_6,U
303,Histone_7,U
303,Histone_8,M
303,Histone_9,P
304,Histone_1,M
304,Histone_10,M
304,Histone_2,U
304,Histone_3,C
304,Histone_4,C
304,Histone_5,U
304,Histone_6,U
304,Histone_7,M
304,Histone_8,M
304,Histone_9,P
305,Histone_1,M
305,Histone_10,M
305,Histone_2,C
305,Histone_3,C
305,Histone_4,C
305,Histone_5,M
305,Histone_6,U
305,Histone_7,U
305,Histone_8,M
305,Histone_9,P
306,Histone_1,M
306,Histone_10,M
306,Histone_2,C
306,Histone_3,C
306,Histone_4,C
306,Histone_5,M
306,Histone_6,U
306,Histone_7,A
306,Histone_8,M
306,Histone_9,P
307,Histone_1,M
307,Histone_10,M
307,Histone_2,C
307,Histone_3,C
307,Histone_4,C
307,Histone_5,M
307,Histone_6,A
307,Histone_7,P
307,Histone_8,M
307,Histone_9,P
308,Histone_1,M
308,Histone_10,M
308,Histone_2,C
308,Histone_3,C
308,Histone_4,C
308,Histone_5,U
308,Histone_6,P
308,Histone_7,P
308,Histone_8,M
308,Histone_9,P
309,Histone_1,M
309,Histone_10,U
309,Histone_2,C
309,Histone_3,C
309,Histone_4,C
309,Histone_5,U
309,Histone_6,P
309,Histone_7,P
309,Histone_8,M
309,Histone_9,P
310,Histone_1,M
310,Histone_10,A
310,Histone_2,C
310,Histone_3,C
310,Histone_4,C
310,Histone_5,M
310,Histone_6,P
310,Histone_7,P
310,Histone_8,M
310,Histone_9,P
311,Histone_1,U
311,Histone_10,P
311,Histone_2,C
311,Histone_3,C
311,Histone_4,C
311,Histone_5,M
311,Histone_6,P
311,Histone_7,P
311,Histone_8,U
311,Histone_9,P
312,Histone_1,U
312,Histone_10,P
312,Histone_2,C
312,Histone_3,C
312,Histone_4,C
312,Histone_5,M
312,Histone_6,P
312,Histone_7,P
312,Histone_8,U
312,Histone_9,P
313,Histone_1,C
313,Histone_10,P
313,Histone_2,C
313,Histone_3,U
313,Histone_4,C
313,Histone_5,U
313,Histone_6,U
313,Histone_7,P
313,Histone_8,U
313,Histone_9,P
314,Histone_1,C
314,Histone_10,U
314,Histone_2,C
314,Histone_3,U
314,Histone_4,C
314,Histone_5,U
314,Histone_6,U
314,Histone_7,U
314,Histone_8,U
314,Histone_9,P
315,Histone_1,C
315,Histone_10,U
315,Histone_2,C
315,Histone_3,P
315,Histone_4,C
315,Histone_5,A
315,Histone_6,U
315,Histone_7,U
315,Histone_8,U
315,Histone_9,P
316,Histone_1,C
316,Histone_10,U
316,Histone_2,C
316,Histone_3,P
316,Histone_4,C
316,Histone_5,C
316,Histone_6,U
316,Histone_7,U
316,Histone_8,M
316,Histone_9,P
317,Histone_1,C
317,Histone_10,U
317,Histone_2,C
317,Histone_3,P
317,Histone_4,C
317,Histone_5,U
317,Histone_6,U
317,Histone_7,P
317,Histone_8,U
317,Histone_9,P
318,Histone_1,C
318,Histone_10,U
318,Histone_2,C
318,Histone_3,P
318,Histone_4,U
318,Histone_5,C
318,Histone_6,P
318,Histone_7,P
318,Histone_8,U
318,Histone_9,P
319,Histone_1,C
319,Histone_10,A
319,Histone_2,U
319,Histone_3,P
319,Histone_4,C
319,Histone_5,C
319,Histone_6,P
319,Histone_7,P
319,Histone_8,U
319,Histone_9,P
320,Histone_1,C
320,Histone_10,P
320,Histone_2,U
320,Histone_3,P
320,Histone_4,C
320,Histone_5,C
320,Histone_6,P
320,Histone_7,P
320,Histone_8,U
320,Histone_9,P
321,Histone_1,C
321,Histone_10,P
321,Histone_2,A
321,Histone_3,P
321,Histone_4,C
321,Histone_5,C
321,Histone_6,U
321,Histone_7,P
321,Histone_8,U
321,Histone_9,P
322,Histone_1,C
322,Histone_10,P
322,Histone_2,P
322,Histone_3,P
322,Histone_4,U
322,Histone_5,C
322,Histone_6,U
322,Histone_7,U
322,Histone_8,A
322,Histone_9,P
323,Histone_1,C
323,Histone_10,P
323,Histone_2,P
323,Histone_3,P
323,Histone_4,U
323,Histone_5,C
323,Histone_6,U
323,Histone_7,U
323,Histone_8,C
323,Histone_9,U
324,Histone_1,C
324,Histone_10,U
324,Histone_2,P
324,Histone_3,P
324,Histone_4,U
324,Histone_5,C
324,Histone_6,P
324,Histone_7,U
324,Histone_8,C
324,Histone_9,M
325,Histone_1,C
325,Histone_10,P
325,Histone_2,P
325,Histone_3,P
325,Histone_4,U
325,Histone_5,C
325,Histone_6,P
325,Histone_7,U
325,Histone_8,C
325,Histone_9,M
326,Histone_1,U
326,Histone_10,P
326,Histone_2,P
326,Histone_3,P
326,Histone_4,U
326,Histone_5,U
326,Histone_6,U
326,Histone_7,U
326,Histone_8,C
326,Histone_9,M
327,Histone_1,U
327,Histone_10,P
327,Histone_2,P
327,Histone_3,P
327,Histone_4,U
327,Histone_5,C
327,Histone_6,M
327,Histone_7,U
327,Histone_8,C
327,Histone_9,M
328,Histone_1,U
328,Histone_10,P
328,Histone_2,P
328,Histone_3,P
328,Histone_4,A
328,Histone_5,C
328,Histone_6,M
328,Histone_7,U
328,Histone_8,U
328,Histone_9,M
329,Histone_1,C
329,Histone_10,P
329,Histone_2,P
329,Histone_3,P
329,Histone_4,C
329,Histone_5,C
329,Histone_6,M
329,Histone_7,U
329,Histone_8,A
329,Histone_9,M
330,Histone_1,C
330,Histone_10,P
330,Histone_2,P
330,Histone_3,P
330,Histone_4,C
330,Histone_5,C
330,Histone_6,M
330,Histone_7,M
330,Histone_8,C
330,Histone_9,M
331,Histone_1,C
331,Histone_10,U
331,Histone_2,P
331,Histone_3,P
331,Histone_4,C
331,Histone_5,C
331,Histone_6,M
331,Histone_7,U
331,Histone_8,U
331,Histone_9,M
332,Histone_1,C
332,Histone_10,U
332,Histone_2,P
332,Histone_3,P
332,Histone_4,C
332,Histone_5,C
332,Histone_6,M
332,Histone_7,P
332,Histone_8,A
332,Histone_9,U
333,Histone_1,C
333,Histone_10,U
333,Histone_2,P
333,Histone_3,P
333,Histone_4,C
333,Histone_5,C
333,Histone_6,M
333,Histone_7,P
333,Histone_8,P
333,Histone_9,P
334,Histone_1,C
334,Histone_10,U
334,Histone_2,P
334,Histone_3,P
334,Histone_4,C
334,Histone_5,C
334,Histone_6,M
334,Histone_7,P
334,Histone_8,P
334,Histone_9,P
335,Histone_1,C
335,Histone_10,U
335,Histone_2,P
335,Histone_3,P
335,Histone_4,C
335,Histone_5,C
335,Histone_6,M
335,Histone_7,P
335,Histone_8,P
335,Histone_9,P
336,Histone_1,U
336,Histone_10,U
336,Histone_2,U
336,Histone_3,U
336,Histone_4,C
336,Histone_5,C
336,Histone_6,M
336,Histone_7,U
336,Histone_8,P
336,Histone_9,P
337,Histone_1,P
337,Histone_10,A
337,Histone_2,A
337,Histone_3,U
337,Histone_4,C
337,Histone_5,C
337,Histone_6,M
337,Histone_7,U
337,Histone_8,P
337,Histone_9,P
338,Histone_1,U
338,Histone_10,P
338,Histone_2,U
338,Histone_3,U
338,Histone_4,C
338,Histone_5,C
338,Histone_6,M
338,Histone_7,U
338,Histone_8,P
338,Histone_9,P
339,Histone_1,U
339,Histone_10,U
339,Histone_2,U
339,Histone_3,U
339,Histone_4,U
339,Histone_5,C
339,Histone_6,M
339,Histone_7,U
339,Histone_8,P
339,Histone_9,P
340,Histone_1,U
340,Histone_10,M
340,Histone_2,U
340,Histone_3,M
340,Histone_4,C
340,Histone_5,C
340,Histone_6,M
340,Histone_7,U
340,Histone_8,P
340,Histone_9,P
341,Histone_1,U
341,Histone_10,M
341,Histone_2,P
341,Histone_3,M
341,Histone_4,C
341,Histone_5,C
341,Histone_6,U
341,Histone_7,U
341,Histone_8,P
341,Histone_9,P
342,Histone_1,P
342,Histone_10,U
342,Histone_2,U
342,Histone_3,M
342,Histone_4,U
342,Histone_5,C
342,Histone_6,M
342,Histone_7,U
342,Histone_8,U
342,Histone_9,P
343,Histone_1,P
343,Histone_10,U
343,Histone_2,U
343,Histone_3,M
343,Histone_4,M
343,Histone_5,C
343,Histone_6,U
343,Histone_7,C
343,Histone_8,U
343,Histone_9,P
344,Histone_1,P
344,Histone_10,M
344,Histone_2,U
344,Histone_3,M
344,Histone_4,M
344,Histone_5,C
344,Histone_6,U
344,Histone_7,C
344,Histone_8,U
344,Histone_9,P
345,Histone_1,P
345,Histone_10,M
345,Histone_2,U
345,Histone_3,M
345,Histone_4,M
345,Histone_5,C
345,Histone_6,C
345,Histone_7,C
345,Histone_8,C
345,Histone_9,P
346,Histone_1,P
346,Histone_10,M
346,Histone_2,U
346,Histone_3,M
346,Histone_4,M
346,Histone_5,C
346,Histone_6,U
346,Histone_7,C
346,Histone_8,C
346,Histone_9,P
347,Histone_1,P
347,Histone_10,M
347,Histone_2,A
347,Histone_3,M
347,Histone_4,M
347,Histone_5,C
347,Histone_6,U
347,Histone_7,C
347,Histone_8,C
347,Histone_9,P
348,Histone_1,P
348,Histone_10,M
348,Histone_2,C
348,Histone_3,U
348,Histone_4,M
348,Histone_5,U
348,Histone_6,A
348,Histone_7,C
348,Histone_8,C
348,Histone_9,P
349,Histone_1,P
349,Histone_10,M
349,Histone_2,U
349,Histone_3,U
349,Histone_4,U
349,Histone_5,U
349,Histone_6,P
349,Histone_7,C
349,Histone_8,C
349,Histone_9,P
350,Histone_1,P
350,Histone_10,M
350,Histone_2,U
350,Histone_3,P
350,Histone_4,U
350,Histone_5,U
350,Histone_6,P
350,Histone_7,C
350,Histone_8,C
350,Histone_9,P
351,Histone_1,U
351,Histone_10,M
351,Histone_2,U
351,Histone_3,P
351,Histone_4,U
351,Histone_5,U
351,Histone_6,P
351,Histone_7,C
351,Histone_8,C
351,Histone_9,P
352,Histone_1,A
352,Histone_10,M
352,Histone_2,A
352,Histone_3,P
352,Histone_4,U
352,Histone_5,U
352,Histone_6,P
352,Histone_7,C
352,Histone_8,C
352,Histone_9,P
353,Histone_1,C
353,Histone_10,M
353,Histone_2,C
353,Histone_3,P
353,Histone_4,P
353,Histone_5,U
353,Histone_6,P
353,Histone_7,U
353,Histone_8,C
353,Histone_9,P
354,Histone_1,C
354,Histone_10,M
354,Histone_2,C
354,Histone_3,P
354,Histone_4,P
354,Histone_5,U
354,Histone_6,P
354,Histone_7,P
354,Histone_8,C
354,Histone_9,P
355,Histone_1,C
355,Histone_10,M
355,Histone_2,U
355,Histone_3,P
355,Histone_4,P
355,Histone_5,U
355,Histone_6,P
355,Histone_7,P
355,Histone_8,C
355,Histone_9,P
356,Histone_1,C
356,Histone_10,M
356,Histone_2,U
356,Histone_3,P
356,Histone_4,P
356,Histone_5,C
356,Histone_6,P
356,Histone_7,U
356,Histone_8,C
356,Histone_9,P
357,Histone_1,C
357,Histone_10,M
357,Histone_2,M
357,Histone_3,P
357,Histone_4,P
357,Histone_5,C
357,Histone_6,U
357,Histone_7,U
357,Histone_8,C
357,Histone_9,U
358,Histone_1,C
358,Histone_10,M
358,Histone_2,M
358,Histone_3,P
358,Histone_4,P
358,Histone_5,C
358,Histone_6,U
358,Histone_7,C
358,Histone_8,C
358,Histone_9,U
359,Histone_1,C
359,Histone_10,M
359,Histone_2,M
359,Histone_3,P
359,Histone_4,P
359,Histone_5,C
359,Histone_6,U
359,Histone_7,C
359,Histone_8,C
359,Histone_9,P
360,Histone_1,C
360,Histone_10,M
360,Histone_2,M
360,Histone_3,P
360,Histone_4,P
360,Histone_5,C
360,Histone_6,C
360,Histone_7,C
360,Histone_8,C
360,Histone_9,P
361,Histone_1,C
361,Histone_10,M
361,Histone_2,M
361,Histone_3,P
361,Histone_4,P
361,Histone_5,C
361,Histone_6,C
361,Histone_7,C
361,Histone_8,C
361,Histone_9,P
362,Histone_1,C
362,Histone_10,M
362,Histone_2,M
362,Histone_3,P
362,Histone_4,P
362,Histone_5,C
362,Histone_6,C
362,Histone_7,C
362,Histone_8,C
362,Histone_9,P
363,Histone_1,C
363,Histone_10,M
363,Histone_2,M
363,Histone_3,P
363,Histone_4,U
363,Histone_5,C
363,Histone_6,C
363,Histone_7,C
363,Histone_8,C
363,Histone_9,P
364,Histone_1,C
364,Histone_10,M
364,Histone_2,M
364,Histone_3,P
364,Histone_4,U
364,Histone_5,C
364,Histone_6,C
364,Histone_7,C
364,Histone_8,C
364,Histone_9,P
365,Histone_1,C
365,Histone_10,M
365,Histone_2,M
365,Histone_3,P
365,Histone_4,P
365,Histone_5,U
365,Histone_6,C
365,Histone_7,C
365,Histone_8,C
365,Histone_9,P
366,Histone_1,C
366,Histone_10,M
366,Histone_2,M
366,Histone_3,P
366,Histone_4,P
366,Histone_5,C
366,Histone_6,C
366,Histone_7,C
366,Histone_8,C
366,Histone_9,P
367,Histone_1,C
367,Histone_10,M
367,Histone_2,M
367,Histone_3,P
367,Histone_4,P
367,Histone_5,C
367,Histone_6,C
367,Histone_7,C
367,Histone_8,C
367,Histone_9,P
368,Histone_1,C
368,Histone_10,M
368,Histone_2,M
368,Histone_3,P
368,Histone_4,P
368,Histone_5,C
368,Histone_6,C
368,Histone_7,U
368,Histone_8,U
368,Histone_9,P
369,Histone_1,U
369,Histone_10,M
369,Histone_2,M
369,Histone_3,P
369,Histone_4,P
369,Histone_5,C
369,Histone_6,C
369,Histone_7,A
369,Histone_8,U
369,Histone_9,P
370,Histone_1,U
370,Histone_10,M
370,Histone_2,M
370,Histone_3,P
370,Histone_4,P
370,Histone_5,C
370,Histone_6,C
370,Histone_7,P
370,Histone_8,U
370,Histone_9,P
371,Histone_1,A
371,Histone_10,M
371,Histone_2,U
371,Histone_3,U
371,Histone_4,P
371,Histone_5,C
371,Histone_6,C
371,Histone_7,U
371,Histone_8,A
371,Histone_9,U
372,Histone_1,C
372,Histone_10,M
372,Histone_2,M
372,Histone_3,U
372,Histone_4,P
372,Histone_5,C
372,Histone_6,C
372,Histone_7,M
372,Histone_8,C
372,Histone_9,U
373,Histone_1,C
373,Histone_10,M
373,Histone_2,M
373,Histone_3,U
373,Histone_4,P
373,Histone_5,C
373,Histone_6,C
373,Histone_7,M
373,Histone_8,C
373,Histone_9,U
374,Histone_1,C
374,Histone_10,M
374,Histone_2,U
374,Histone_3,C
374,Histone_4,U
374,Histone_5,C
374,Histone_6,C
374,Histone_7,M
374,Histone_8,C
374,Histone_9,U
375,Histone_1,C
375,Histone_10,M
375,Histone_2,C
375,Histone_3,C
375,Histone_4,U
375,Histone_5,C
375,Histone_6,C
375,Histone_7,M
375,Histone_8,C
375,Histone_9,U
376,Histone_1,C
376,Histone_10,M
376,Histone_2,C
376,Histone_3,C
376,Histone_4,U
376,Histone_5,U
376,Histone_6,U
376,Histone_7,M
376,Histone_8,C
376,Histone_9,C
377,Histone_1,C
377,Histone_10,U
377,Histone_2,U
377,Histone_3,C
377,Histone_4,U
377,Histone_5,A
377,Histone_6,U
377,Histone_7,M
377,Histone_8,C
377,Histone_9,C
378,Histone_1,C
378,Histone_10,U
378,Histone_2,P
378,Histone_3,C
378,Histone_4,U
378,Histone_5,P
378,Histone_6,U
378,Histone_7,U
378,Histone_8,C
378,Histone_9,U
379,Histone_1,C
379,Histone_10,A
379,Histone_2,P
379,Histone_3,U
379,Histone_4,A
379,Histone_5,P
379,Histone_6,U
379,Histone_7,U
379,Histone_8,U
379,Histone_9,U
380,Histone_1,C
380,Histone_10,P
380,Histone_2,P
380,Histone_3,U
380,Histone_4,P
380,Histone_5,P
380,Histone_6,U
380,Histone_7,P
380,Histone_8,U
380,Histone_9,M
381,Histone_1,C
381,Histone_10,P
381,Histone_2,P
381,Histone_3,U
381,Histone_4,U
381,Histone_5,P
381,Histone_6,U
381,Histone_7,P
381,Histone_8,U
381,Histone_9,M
382,Histone_1,C
382,Histone_10,P
382,Histone_2,P
382,Histone_3,A
382,Histone_4,M
382,Histone_5,P
382,Histone_6,U
382,Histone_7,P
382,Histone_8,U
382,Histone_9,M
383,Histone_1,C
383,Histone_10,U
383,Histone_2,P
383,Histone_3,C
383,Histone_4,M
383,Histone_5,P
383,Histone_6,M
383,Histone_7,P
383,Histone_8,M
383,Histone_9,M
384,Histone_1,C
384,Histone_10,U
384,Histone_2,P
384,Histone_3,C
384,Histone_4,M
384,Histone_5,P
384,Histone_6,U
384,Histone_7,P
384,Histone_8,M
384,Histone_9,M
385,Histone_1,C
385,Histone_10,P
385,Histone_2,U
385,Histone_3,C
385,Histone_4,M
385,Histone_5,P
385,Histone_6,A
385,Histone_7,P
385,Histone_8,M
385,Histone_9,M
386,Histone_1,C
386,Histone_10,P
386,Histone_2,U
386,Histone_3,C
386,Histone_4,M
386,Histone_5,P
386,Histone_6,P
386,Histone_7,P
386,Histone_8,M
386,Histone_9,M
387,Histone_1,C
387,Histone_10,P
387,Histone_2,U
387,Histone_3,C
387,Histone_4,M
387,Histone_5,P
387,Histone_6,P
387,Histone_7,P
387,Histone_8,M
387,Histone_9,U
388,Histone_1,C
388,Histone_10,P
388,Histone_2,U
388,Histone_3,U
388,Histone_4,M
388,Histone_5,P
388,Histone_6,P
388,Histone_7,P
388,Histone_8,M
388,Histone_9,U
389,Histone_1,U
389,Histone_10,P
389,Histone_2,U
389,Histone_3,U
389,Histone_4,M
389,Histone_5,P
389,Histone_6,P
389,Histone_7,P
389,Histone_8,M
389,Histone_9,U
390,Histone_1,U
390,Histone_10,P
390,Histone_2,P
390,Histone_3,U
390,Histone_4,M
390,Histone_5,P
390,Histone_6,P
390,Histone_7,P
390,Histone_8,M
390,Histone_9,U
391,Histone_1,A
391,Histone_10,P
391,Histone_2,P
391,Histone_3,P
391,Histone_4,M
391,Histone_5,P
391,Histone_6,P
391,Histone_7,P
391,Histone_8,M
391,Histone_9,U
392,Histone_1,P
392,Histone_10,P
392,Histone_2,P
392,Histone_3,P
392,Histone_4,M
392,Histone_5,P
392,Histone_6,P
392,Histone_7,P
392,Histone_8,M
392,Histone_9,A
393,Histone_1,P
393,Histone_10,P
393,Histone_2,P
393,Histone_3,P
393,Histone_4,M
393,Histone_5,P
393,Histone_6,P
393,Histone_7,P
393,Histone_8,M
393,Histone_9,C
394,Histone_1,P
394,Histone_10,P
394,Histone_2,P
394,Histone_3,P
394,Histone_4,M
394,Histone_5,P
394,Histone_6,P
394,Histone_7,P
394,Histone_8,M
394,Histone_9,U
395,Histone_1,U
395,Histone_10,P
395,Histone_2,P
395,Histone_3,U
395,Histone_4,M
395,Histone_5,P
395,Histone_6,P
395,Histone_7,P
395,Histone_8,M
395,Histone_9,P
396,Histone_1,C
396,Histone_10,P
396,Histone_2,P
396,Histone_3,A
396,Histone_4,M
396,Histone_5,U
396,Histone_6,P
396,Histone_7,P
396,Histone_8,U
396,Histone_9,P
397,Histone_1,C
397,Histone_10,P
397,Histone_2,P
397,Histone_3,P
397,Histone_4,M
397,Histone_5,U
397,Histone_6,P
397,Histone_7,P
397,Histone_8,U
397,Histone_9,U
398,Histone_1,U
398,Histone_10,P
398,Histone_2,P
398,Histone_3,P
398,Histone_4,M
398,Histone_5,C
398,Histone_6,P
398,Histone_7,P
398,Histone_8,P
398,Histone_9,C
399,Histone_1,U
399,Histone_10,P
399,Histone_2,P
399,Histone_3,P
399,Histone_4,M
399,Histone_5,C
399,Histone_6,P
399,Histone_7,P
399,Histone_8,P
399,Histone_9,C
400,Histone_1,U
400,Histone_10,P
400,Histone_2,P
400,Histone_3,P
400,Histone_4,M
400,Histone_5,C
400,Histone_6,P
400,Histone_7,P
400,Histone_8,P
400,Histone_9,C
401,Histone_1,U
401,Histone_10,P
401,Histone_2,P
401,Histone_3,P
401,Histone_4,M
401,Histone_5,C
401,Histone_6,P
401,Histone_7,P
401,Histone_8,P
401,Histone_9,U
402,Histone_1,U
402,Histone_10,P
402,Histone_2,P
402,Histone_3,P
402,Histone_4,M
402,Histone_5,U
402,Histone_6,P
402,Histone_7,P
402,Histone_8,P
402,Histone_9,P
403,Histone_1,C
403,Histone_10,P
403,Histone_2,P
403,Histone_3,P
403,Histone_4,M
403,Histone_5,U
403,Histone_6,U
403,Histone_7,P
403,Histone_8,P
403,Histone_9,U
404,Histone_1,C
404,Histone_10,P
404,Histone_2,U
404,Histone_3,P
404,Histone_4,M
404,Histone_5,A
404,Histone_6,U
404,Histone_7,P
404,Histone_8,P
404,Histone_9,P
405,Histone_1,C
405,Histone_10,P
405,Histone_2,C
405,Histone_3,P
405,Histone_4,M
405,Histone_5,C
405,Histone_6,C
405,Histone_7,P
405,Histone_8,P
405,Histone_9,P
406,Histone_1,C
406,Histone_10,P
406,Histone_2,C
406,Histone_3,P
406,Histone_4,M
406,Histone_5,C
406,Histone_6,C
406,Histone_7,P
406,Histone_8,P
406,Histone_9,P
407,Histone_1,C
407,Histone_10,P
407,Histone_2,U
407,Histone_3,P
407,Histone_4,M
407,Histone_5,C
407,Histone_6,U
407,Histone_7,P
407,Histone_8,P
407,Histone_9,P
408,Histone_1,U
408,Histone_10,P
408,Histone_2,U
408,Histone_3,P
408,Histone_4,M
408,Histone_5,C
408,Histone_6,M
408,Histone_7,P
408,Histone_8,P
408,Histone_9,P
409,Histone_1,P
409,Histone_10,P
409,Histone_2,U
409,Histone_3,P
409,Histone_4,M
409,Histone_5,U
409,Histone_6,U
409,Histone_7,P
409,Histone_8,P
409,Histone_9,P
410,Histone_1,U
410,Histone_10,P
410,Histone_2,P
410,Histone_3,P
410,Histone_4,M
410,Histone_5,U
410,Histone_6,U
410,Histone_7,P
410,Histone_8,P
410,Histone_9,P
411,Histone_1,U
411,Histone_10,P
411,Histone_2,P
411,Histone_3,P
411,Histone_4,M
411,Histone_5,A
411,Histone_6,U
411,Histone_7,P
411,Histone_8,P
411,Histone_9,P
412,Histone_1,U
412,Histone_10,P
412,Histone_2,P
412,Histone_3,P
412,Histone_4,M
412,Histone_5,C
412,Histone_6,M
412,Histone_7,P
412,Histone_8,P
412,Histone_9,P
413,Histone_1,M
413,Histone_10,U
413,Histone_2,P
413,Histone_3,P
413,Histone_4,M
413,Histone_5,C
413,Histone_6,M
413,Histone_7,P
413,Histone_8,P
413,Histone_9,P
414,Histone_1,M
414,Histone_10,U
414,Histone_2,P
414,Histone_3,P
414,Histone_4,M
414,Histone_5,C
414,Histone_6,M
414,Histone_7,P
414,Histone_8,P
414,Histone_9,P
415,Histone_1,M
415,Histone_10,U
415,Histone_2,U
415,Histone_3,U
415,Histone_4,M
415,Histone_5,C
415,Histone_6,M
415,Histone_7,P
415,Histone_8,P
415,Histone_9,P
416,Histone_1,M
416,Histone_10,U
416,Histone_2,U
416,Histone_3,A
416,Histone_4,M
416,Histone_5,C
416,Histone_6,M
416,Histone_7,U
416,Histone_8,P
416,Histone_9,P
417,Histone_1,M
417,Histone_10,P
417,Histone_2,M
417,Histone_3,P
417,Histone_4,M
417,Histone_5,C
417,Histone_6,M
417,Histone_7,U
417,Histone_8,P
417,Histone_9,P
418,Histone_1,M
418,Histone_10,P
418,Histone_2,M
418,Histone_3,P
418,Histone_4,M
418,Histone_5,C
418,Histone_6,M
418,Histone_7,U
418,Histone_8,U
418,Histone_9,P
419,Histone_1,M
419,Histone_10,P
419,Histone_2,M
